english,coptic,dialect,source,quality
"He awoke, and rebuked the wind, and said to the sea, 'Peace! Be still!' The wind ceased, and there was a great calm.",ⲁϥⲧⲱⲟⲩⲛϥ ⲇⲉ ⲁϥⲉⲡⲓⲧⲓⲙⲁ ⲙⲡⲧⲏⲩ ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ ϫⲉⲕⲁⲣⲱ ⲛⲧⲉϣⲧⲙⲣⲱ ⲁⲩⲱ ⲁⲡⲧⲏⲩ ϩⲣⲏϭ ⲁⲩⲛⲟϭ ⲛϫⲁⲙⲏ ϣⲱⲡⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0039 (CC BY 4.0),gold
"He said to them, 'Why are you so afraid? How is it that you have no faith?'",ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲁϩⲣⲱⲧⲛ ⲧⲉⲧⲛⲟ ⲛϭⲁⲃϩⲏⲧ ⲙⲡⲁⲧⲉⲧⲛⲕⲁⲡⲓⲥⲧⲓⲥ ⲛⲏⲧⲛ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0040 (CC BY 4.0),gold
"They were greatly afraid, and said to one another, 'Who then is this, that even the wind and the sea obey him?'",ⲁⲩⲱ ⲁⲩⲣϩⲟⲧⲉ ϩⲛⲟⲩⲛⲟϭ ⲛϩⲟⲧⲉ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲛⲉⲩⲉⲣⲏⲩ ϫⲉⲟⲩⲁϣ ⲙⲙⲓⲛⲉ ⲡⲉ ⲡⲁⲓ ϫⲉⲡⲕⲉⲧⲏⲩ ⲛⲙⲧⲉⲑⲁⲗⲁⲥⲥⲁ ⲥⲱⲧⲙ ⲛⲥⲱϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0041 (CC BY 4.0),gold
"Brothers, I couldn't speak to you as to spiritual, but as to fleshly, as to babies in Christ.",ⲁⲛⲟⲕ ϩⲱ ⲛⲁⲥⲛⲏⲩ ⲙⲡⲓϣϭⲙϭⲟⲙ ⲉϣⲁϫⲉ ⲛⲙⲙⲏⲧⲛ ϩⲱⲥ ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ . ⲁⲗⲗⲁ ϩⲱⲥ ⲥⲁⲣⲕⲓⲕⲟⲥ ϩⲱⲥ ⲕⲟⲩⲓ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0001 (CC BY 4.0),gold
"I fed you with milk, not with meat; for you weren't yet ready. Indeed, not even now are you ready,",ⲁⲓⲧⲥⲉⲧⲛ ⲉⲣⲱⲧⲉ ⲛⲟⲩϩⲣⲉ ⲁⲛ . ⲛⲉⲙⲡⲁⲧⲉⲧⲛⲉϣϭⲙϭⲟⲙ ⲅⲁⲣ ⲡⲉ . ⲁⲗⲗⲁ ⲧⲉⲛⲟⲩ ⲟⲛ ⲉⲙⲡⲁⲧⲉⲧⲛⲉϣϭⲙϭⲟⲙ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0002 (CC BY 4.0),gold
"for you are still fleshly. For insofar as there is jealousy, strife, and factions among you, aren't you fleshly, and don't you walk in the ways of men?",ⲉⲧⲓ ⲅⲁⲣ ⲛⲧⲉⲧⲛ ϩⲉⲛⲥⲁⲣⲕⲓⲕⲟⲥ ϩⲟⲡⲟⲩ ⲅⲁⲣ ⲟⲩⲛⲕⲱϩ ϩⲓϯⲧⲱⲛ ⲛϩⲏⲧⲧⲏⲩⲧⲛ . ⲙⲏ ⲛⲧⲉⲧⲛ ϩⲉⲛⲥⲁⲣⲕⲓⲕⲟⲥ ⲁⲛ . ⲁⲩⲱ ⲉⲧⲉⲧⲛⲙⲟⲟϣⲉ ⲕⲁⲧⲁⲣⲱⲙⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0003 (CC BY 4.0),gold
"For when one says, 'I follow Paul,' and another, 'I follow Apollos,' aren't you fleshly?",ϩⲟⲧⲁⲛ ⲅⲁⲣ ⲉⲣϣⲁⲛⲟⲩⲁ ϫⲟⲟⲥ ϫⲉⲁⲛⲟⲕ ⲙⲉⲛ ⲁⲛⲅⲡⲁⲡⲁⲩⲗⲟⲥ . ⲕⲉⲟⲩⲁ ⲇⲉ ϫⲉⲁⲛⲅⲡⲁⲁⲡⲟⲗⲗⲱ . ⲙⲏ ⲛⲧⲉⲧⲛ ϩⲉⲛⲣⲱⲙⲉ ⲁⲛ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0004 (CC BY 4.0),gold
"Who then is Apollos, and who is Paul, but servants through whom you believed; and each as the Lord gave to him?",ⲟⲩ ϭⲉ ⲡⲉ ⲁⲡⲟⲗⲗⲱ ⲟⲩ ⲇⲉ ⲡⲉ ⲡⲁⲩⲗⲟⲥ ⲁⲗⲗⲁ ϩⲉⲛⲇⲓⲁⲕⲱⲛ ⲛⲉ ⲉⲁⲧⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ⲁⲩⲱ ⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲛⲧϩⲉ ⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ ϯ ⲛⲁϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0005 (CC BY 4.0),gold
I planted. Apollos watered. But God gave the increase.,ⲁⲛⲟⲕ ⲁⲓⲧⲱϭⲉ ⲁⲡⲟⲗⲗⲱ ⲡⲉⲛⲧⲁϥⲧⲥⲟ . ⲁⲗⲗⲁ ⲡⲛⲟⲩⲧⲉ ⲡⲉⲛⲧⲁϥⲁⲩⲝⲁⲛⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0006 (CC BY 4.0),gold
"So then neither he who plants is anything, nor he who waters, but God who gives the increase.",ϩⲱⲥⲧⲉ ϭⲉ ⲙⲡⲁⲡⲉⲧⲧⲱϭⲉ ⲁⲛ ⲡⲉ ⲟⲩⲇⲉ ⲙⲡⲁⲡⲉⲧⲧⲥⲟ ⲁⲛ ⲡⲉ . ⲁⲗⲗⲁ ⲡⲛⲟⲩⲧⲉ ⲡⲉ ⲉⲧⲁⲩⲝⲁⲛⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0007 (CC BY 4.0),gold
"Now he who plants and he who waters are the same, but each will receive his own reward according to his own labor.",ⲡⲉⲧⲧⲱϭⲉ ⲇⲉ ⲙⲛⲡⲉⲧⲧⲥⲟ ⲟⲩⲁ ⲛⲉ . ⲡⲟⲩⲁ ⲇⲉ ⲡⲟⲩⲁⲛⲁϫⲓ ⲙⲡⲉϥⲃⲉⲕⲉ ⲕⲁⲧⲁⲡⲉϥϩⲓⲥⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0008 (CC BY 4.0),gold
"For we are God's fellow workers. You are God's farming, God's building.",ⲁⲛⲟⲛ ϩⲉⲛϣⲃⲣⲣϩⲱⲃ ⲅⲁⲣ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲟⲩⲙⲁ ⲛⲟⲩⲟⲉⲓⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ . ⲛⲧⲉⲧⲛ ⲟⲩⲕⲱⲧ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0009 (CC BY 4.0),gold
"According to the grace of God which was given to me, as a wise master builder I laid a foundation, and another builds on it. But let each man be careful how he builds on it.",ⲕⲁⲧⲁⲡⲉϩⲙⲟⲧ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲉⲛⲧⲁⲩⲧⲁⲁϥ ⲛⲁⲓ ϩⲱⲥ ⲥⲟⲫⲟⲥ ⲛⲁⲣⲭⲓⲧⲉⲕⲧⲱⲛ . ⲁⲓⲕⲱ ⲉϩⲣⲁⲓ ⲛⲧⲥⲛⲧⲉ ⲟⲩⲛϭⲉ ⲇⲉ ⲕⲱⲧ ⲉϫⲱⲥ . ⲡⲟⲩⲁ ⲇⲉ ⲡⲟⲩⲁ ⲙⲁⲣⲉϥϭⲱϣⲧ ϫⲉⲉϥⲕⲱⲧ ⲛⲁϣ ⲛϩⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0010 (CC BY 4.0),gold
"For no one can lay any other foundation than that which has been laid, which is Jesus Christ.",ⲙⲛϭⲟⲙ ⲅⲁⲣ ⲛⲗⲁⲁⲩ ⲉⲕⲁⲕⲉⲥⲛⲧⲉ ⲉϩⲣⲁⲓ ⲡⲁⲣⲁⲧⲉⲧⲕⲏ ⲉϩⲣⲁⲓ ⲉⲧⲉⲡⲁⲓ ⲡⲉ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0011 (CC BY 4.0),gold
"But if anyone builds on the foundation with gold, silver, costly stones, wood, hay, or stubble;",ⲉϣϫⲉⲟⲩⲛⲟⲩⲁ ⲇⲉ ⲛⲁⲕⲱⲧ ⲉϫⲛⲧⲉⲓⲥⲛⲧⲉ ⲟⲩⲛⲟⲩⲃ ⲟⲩϩⲁⲧ ϩⲉⲛⲉⲛⲉ ⲙⲙⲉ ϩⲉⲛϣⲉ ⲟⲩⲭⲟⲣⲧⲟⲥ ⲟⲩⲣⲟⲟⲩⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0012 (CC BY 4.0),gold
"each man's work will be revealed. For the Day will declare it, because it is revealed in fire; and the fire itself will test what sort of work each man's work is.",ⲡϩⲱⲃ ⲙⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲛⲁⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲡⲉϩⲟⲟⲩ ⲅⲁⲣ ⲛⲁⲟⲩⲟⲛϩϥ ⲉⲃⲟⲗ ϫⲉⲉϥⲛⲁϭⲱⲗⲡ ⲉⲃⲟⲗ ϩⲛⲧⲥⲁⲧⲉ ⲁⲩⲱ ⲡϩⲱⲃ ⲙⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲛⲧϩⲉ ⲉⲧϥⲟ ⲙⲙⲟⲥ ⲡⲕⲱϩⲧ ⲡⲉⲧⲛⲁⲇⲟⲕⲓⲙⲁⲍⲉ ⲙⲙⲟϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0013 (CC BY 4.0),gold
"If any man's work remains which he built on it, he will receive a reward.",ⲡⲉⲧⲉⲣⲉⲡⲉϥϩⲱⲃ ⲛⲁϭⲱ ⲡⲁⲓ ⲉⲛⲧⲁϥⲕⲟⲧϥ ϥⲛⲁϫⲓ ⲛⲟⲩⲃⲉⲕⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0014 (CC BY 4.0),gold
"If any man's work is burned, he will suffer loss, but he himself will be saved, but as through fire.",ⲡⲉⲧⲉⲣⲉⲡⲉϥϩⲱⲃ ⲛⲁⲣⲱⲕϩ ϥⲛⲁϯⲟⲥⲉ . ⲛⲧⲟϥ ⲇⲉ ϥⲛⲁⲟⲩϫⲁⲓ . ⲛⲧⲉⲓϩⲉ ⲇⲉ ϩⲱⲥ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲕⲱϩⲧ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0015 (CC BY 4.0),gold
"Don't you know that you are a temple of God, and that God's Spirit lives in you?",ⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲛⲧⲉⲧⲛ ⲡⲣⲡⲉ ⲙⲡⲛⲟⲩⲧⲉ . ⲁⲩⲱ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲙⲡⲛⲟⲩⲧⲉ ⲟⲩⲏϩ ⲛϩⲏⲧⲧⲏⲩⲧⲛ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0016 (CC BY 4.0),gold
"If anyone destroys the temple of God, God will destroy him; for God's temple is holy, which you are.",ⲡⲉⲧⲛⲁⲥⲱⲱϥ ⲙⲡⲣⲡⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲡⲁⲓ ⲡⲛⲟⲩⲧⲉ ⲛⲁⲧⲁⲕⲟϥ ⲡⲣⲡⲉ ⲅⲁⲣ ⲙⲡⲛⲟⲩⲧⲉ ⲟⲩⲁⲁⲃ ⲉⲧⲉⲛⲧⲱⲧⲛ ⲡⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0017 (CC BY 4.0),gold
"Let no one deceive himself. If anyone thinks that he is wise among you in this world, let him become a fool, that he may become wise.",ⲙⲡⲣⲧⲣⲉⲗⲁⲁⲩ ⲉⲝⲁⲡⲁⲧⲁ ⲙⲙⲟϥ . ⲡⲉⲧϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲛⲅⲟⲩⲥⲟⲫⲟⲥ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲙⲁⲣⲉϥⲣⲥⲟϭ ϩⲙⲡⲉⲓⲁⲓⲱⲛ ϫⲉⲕⲁⲁⲥ ⲉϥⲉϣⲱⲡⲉ ⲛⲥⲟⲫⲟⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0018 (CC BY 4.0),gold
"For the wisdom of this world is foolishness with God. For it is written, 'He has taken the wise in their craftiness.'",ⲧⲥⲟⲫⲓⲁ ⲅⲁⲣ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ ⲟⲩⲙⲛⲧⲥⲟϭ ⲧⲉ ⲛⲛⲁϩⲣⲙⲡⲛⲟⲩⲧⲉ . ϥⲥⲏϩ ⲅⲁⲣ ϫⲉⲡⲉⲧϭⲱⲡⲉ ⲛⲛⲥⲟⲫⲟⲥ ϩⲛⲛⲉⲩⲕⲟⲧⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0019 (CC BY 4.0),gold
"And again, 'The Lord knows the reasoning of the wise, that it is worthless.'",ⲁⲩⲱ ⲟⲛ ϫⲉⲡϫⲟⲉⲓⲥ ⲥⲟⲟⲩⲛ ⲛⲙⲙⲟⲕⲙⲉⲕ ⲛⲛⲥⲟⲫⲟⲥ ϫⲉ ⲥⲉϣⲟⲩⲉⲓⲧ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0020 (CC BY 4.0),gold
"Therefore let no one boast in men. For all things are yours,",ϩⲱⲥⲧⲉ ⲙⲡⲣⲧⲣⲉⲗⲁⲁⲩ ϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ϩⲛⲛⲣⲱⲙⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0021 (CC BY 4.0),gold
"whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come. All are yours,",ⲡⲧⲏⲣϥ ⲅⲁⲣ ⲡⲱⲧⲛ ⲡⲉ ⲉⲓⲧⲉ ⲡⲁⲩⲗⲟⲥ ⲉⲓⲧⲉ ⲁⲡⲟⲗⲗⲱ ⲉⲓⲧⲉ ⲕⲏⲫⲁⲥ ⲉⲓⲧⲉ ⲕⲟⲥⲙⲟⲥ ⲉⲓⲧⲉ ⲱⲛϩ ⲉⲓⲧⲉ ⲙⲟⲩ ⲉⲓⲧⲉ ⲛⲉⲧϣⲟⲟⲡ ⲉⲓⲧⲉ ⲛⲉⲧⲛⲁϣⲱⲡⲉ ⲡⲧⲏⲣϥ ⲡⲱⲧⲛ ⲡⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0022 (CC BY 4.0),gold
"and you are Christ's, and Christ is God's.",ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲧⲉⲧⲛ ⲛⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲇⲉ ⲡⲁⲡⲛⲟⲩⲧⲉ ⲡⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_03_s0023 (CC BY 4.0),gold
"So let a man think of us as Christ's servants, and stewards of God's mysteries.",ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲙⲁⲣⲉⲛⲣⲱⲙⲉ ⲟⲡⲛ ϩⲱⲥ ϩⲩⲡⲏⲣⲉⲧⲏⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲁⲩⲱ ⲛⲟⲓⲕⲟⲛⲟⲙⲟⲥ ⲛⲙⲙⲩⲥⲧⲏⲣⲓⲟⲛ ⲙⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0001 (CC BY 4.0),gold
"Here, moreover, it is required of stewards, that they be found faithful.",ⲉⲩϣⲓⲛⲉ ϭⲉ ⲙⲡⲉⲓⲙⲁ ϩⲛⲛⲟⲓⲕⲟⲛⲟⲙⲟⲥ ϫⲉ ⲉⲩⲉϩⲉ ⲉⲩⲡⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0002 (CC BY 4.0),gold
"But with me it is a very small thing that I should be judged by you, or by man's judgment. Yes, I don't judge my own self.",ⲁⲛⲟⲕ ⲇⲉ ⲟⲩⲉⲗⲁⲭⲓⲥⲧⲟⲛ ⲛⲁⲓ ⲡⲉ ⲉⲧⲣⲉⲩⲁⲛⲁⲕⲣⲓⲛⲉ ⲙⲙⲟⲓ ϩⲓⲧⲛⲧⲏⲩⲧⲛ . ⲏ ϩⲓⲧⲛⲟⲩϩⲟⲟⲩ ⲛⲣⲱⲙⲉ . ⲁⲗⲗⲁ ⲟⲩⲇⲉ ⲁⲛⲟⲕ ⲛϯⲁⲛⲁⲕⲣⲓⲛⲉ ⲙⲙⲟⲓ ⲁⲛ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0003 (CC BY 4.0),gold
"For I know nothing against myself. Yet I am not justified by this, but he who judges me is the Lord.",ⲛϯⲥⲟⲟⲩⲛ ⲅⲁⲣ ⲁⲛ ⲛⲗⲁⲁⲩ ⲉⲁⲓⲁⲁϥ . ⲁⲗⲗⲁ ⲛⲉⲓⲧⲙⲁⲓⲏⲩ ⲁⲛ ϩⲙⲡⲁⲓ . ⲡⲉⲧⲁⲛⲁⲕⲣⲓⲛⲉ ⲇⲉ ⲙⲙⲟⲓ ⲡⲉ ⲡϫⲟⲉⲓⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0004 (CC BY 4.0),gold
"Therefore judge nothing before the time, until the Lord comes, who will both bring to light the hidden things of darkness, and reveal the counsels of the hearts. Then each man will get his praise from God.",ϩⲱⲥⲧⲉ ⲙⲡⲣⲕⲣⲓⲛⲉ ⲛⲗⲁⲁⲩ ϩⲁⲧϩⲏ ⲙⲡⲉⲩⲟⲉⲓϣ ϣⲁⲛⲧⲉⲡϫⲟⲉⲓⲥ ⲉⲓ . ⲡⲁⲓ ⲉⲧⲛⲁⲣⲟⲩⲟⲉⲓⲛ ⲉⲛⲉⲧϩⲏⲡ ϩⲙⲡⲕⲁⲕⲉ ⲁⲩⲱ ⲛϥⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛⲛϣⲟϫⲛⲉ ⲛⲛϩⲏⲧ . ⲧⲟⲧⲉ ⲡⲧⲁⲉⲓⲟ ⲙⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲛⲁϣⲱⲡⲉ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0005 (CC BY 4.0),gold
"Now these things, brothers, I have in a figure transferred to myself and Apollos for your sakes, that in us you might learn not to think beyond the things which are written, that none of you be puffed up against one another.",ⲛⲁⲓ ⲇⲉ ⲛⲁⲥⲛⲏⲩ ⲛⲧⲁⲓϫⲓⲧⲟⲩ ⲛⲥⲙⲟⲧ ⲉϩⲣⲁⲓ ⲉϫⲱⲓ ⲙⲛⲁⲡⲟⲗⲗⲱ ⲉⲧⲃⲉⲧⲏⲩⲧⲛ . ϫⲉⲕⲁⲁⲥ ⲉⲧⲉⲧⲛⲉⲥⲃⲟ ⲛϩⲏⲧⲛ ⲉⲧⲙⲣϩⲟⲩⲟ ⲉⲛⲉⲧⲥⲏϩ ϫⲉⲛⲛⲉⲟⲩⲁ ϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ⲉϫⲛⲟⲩⲁ ϩⲁⲟⲩⲁ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0006 (CC BY 4.0),gold
"For who makes you different? And what do you have that you didn't receive? But if you did receive it, why do you boast as if you had not received it?",ⲛⲓⲙ ⲅⲁⲣ ⲡⲉⲧⲇⲓⲁⲕⲣⲓⲛⲉ ⲙⲙⲟⲕ ⲟⲩⲇⲉ ⲡⲉⲧⲛⲧⲟⲟⲧⲕ ⲉⲙⲡⲕϫⲓⲧϥ ⲉϣϫⲉ ⲁⲕⲣⲡⲕⲉϫⲓ ⲁϩⲣⲟⲕ ⲕϣⲟⲩϣⲟⲩ ⲙⲙⲟⲕ ϩⲱⲥ ⲉⲙⲡⲕϫⲓ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0007 (CC BY 4.0),gold
"You are already filled. You have already become rich. You have come to reign without us. Yes, and I wish that you did reign, that we also might reign with you.",ⲏⲇⲏ ⲧⲉⲧⲛⲥⲏⲩ ⲏⲇⲏ ⲁⲧⲉⲧⲛⲣⲣⲙⲙⲁⲟ ⲁϫⲛⲧⲛ ⲁⲧⲉⲧⲛⲣⲣⲣⲟ ⲛⲁⲛⲟⲩⲥ ⲇⲉ ⲉϣϫⲉ ⲁⲧⲉⲧⲛⲣⲣⲣⲟ ϫⲉⲕⲁⲁⲥ ⲉⲛⲉⲣⲣⲣⲟ ϩⲱⲱⲛ ⲛⲙⲙⲏⲧⲛ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0008 (CC BY 4.0),gold
"For, I think that God has displayed us, the apostles, last of all, like men sentenced to death. For we are made a spectacle to the world, both to angels and men.",ⲁⲣⲏⲩ ⲅⲁⲣ ⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲕⲁⲁⲛ ⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲛϩⲁⲉ ⲛⲧϩⲉ ⲛⲛⲉⲓⲉⲡⲓⲑⲁⲛⲁⲧⲏⲥ . ϫⲉⲁⲛϣⲱⲡⲉ ⲛⲑⲉⲁⲧⲣⲟⲛ ⲙⲡⲕⲟⲥⲙⲟⲥ ⲁⲩⲱ ⲛⲛⲁⲅⲅⲉⲗⲟⲥ ⲙⲛⲛⲣⲱⲙⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0009 (CC BY 4.0),gold
"We are fools for Christ's sake, ·but you are wise in Christ. We are weak, but you are strong. You have honor, but we have dishonor.",ⲁⲛⲟⲛ ⲁⲛⲣⲥⲟϭ ⲉⲧⲃⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲧⲉⲧⲛ ϩⲉⲛⲥⲁⲃⲉ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲁⲛⲟⲛ ⲧⲛϭⲟⲟⲃ ⲛⲧⲱⲧⲛ ⲇⲉ ⲧⲉⲧⲛϫⲟⲟⲣ ⲛⲧⲱⲧⲛ ⲧⲉⲧⲛⲧⲁⲉⲓⲏⲩ ⲁⲛⲟⲛ ⲇⲉ ⲧⲛⲥⲏϣ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0010 (CC BY 4.0),gold
"Even to this present hour we hunger, thirst, are naked, are beaten, and have no certain dwelling place.",ϣⲁϩⲣⲁⲓ ⲉⲧⲉⲓⲟⲩⲛⲟⲩ ⲧⲛϩⲕⲁⲉⲓⲧ ⲧⲛⲟⲃⲉ ⲧⲛⲕⲏⲕⲁϩⲏⲩ ⲥⲉϯⲕⲗⲯ ⲉϫⲱⲛ ⲧⲛϣⲧⲣⲧⲱⲣ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0011 (CC BY 4.0),gold
"We toil, working with our own hands. When people curse us, we bless. Being persecuted, we endure.",ⲧⲛϩⲟⲥⲉ ⲉⲛⲣϩⲱⲃ ϩⲛⲛⲉⲛϭⲓϫ ⲙⲙⲓⲛⲙⲙⲟ ⲛ ⲉⲩⲥⲁϩⲟⲩ ⲙⲙⲟⲛ ⲧⲛⲥⲙⲟⲩ ⲉⲣⲟⲟⲩ ⲉⲩⲡⲏⲧ ⲛⲥⲱⲛ ⲧⲛⲁⲛⲉⲭⲉ ⲙⲙⲟⲟⲩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0012 (CC BY 4.0),gold
"Being defamed, we entreat. We are made as the filth of the world, the dirt wiped off by all, even until now.",ⲉⲩϫⲓⲟⲩⲁ ⲉⲣⲟⲛ . ⲧⲛⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲙⲙⲟⲟⲩ ⲛⲧϩⲉ ⲛⲛⲉⲓⲡⲉⲣⲓⲕⲁⲑⲁⲣⲙⲁ ⲙⲡⲕⲟⲥⲙⲟⲥ ⲁⲛⲣϣϥⲉ ⲛⲟⲩⲟⲛ ⲛⲓⲙ ϣⲁϩⲣⲁⲓ ⲉⲧⲉⲓⲟⲩⲛⲟⲩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0013 (CC BY 4.0),gold
"I don't write these things to shame you, but to admonish you as my beloved children.",ⲛⲛⲉⲉⲓϯϣⲓⲡⲉ ⲛⲏⲧⲛ ⲁⲛ ⲉⲓⲥϩⲁⲓ ⲛⲏⲧⲛ ⲛⲛⲁⲓ . ⲁⲗⲗⲁ ⲉⲓϯⲥⲃⲱ ⲛⲏⲧⲛ ϩⲱⲥ ϣⲏⲣⲉ ⲙⲙⲉⲣⲓⲧ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_1corinthians-1Cor_04_s0014 (CC BY 4.0),gold
